FAILED.man		man42	man	³kãŋ	hill
c1.c101.c184.c71.	Akrot	man9	man	¹kre	waist
c1.c101.c184.c78.	Akron	man9	man	¹kre	waist
c1.c101.c184.c81.	Akror	gha8	gha	¹kra	hair / head
c1.c101.c184.c81.	Akror	gha9	gha	¹kru	cubit
c1.c101.c184.c82.	Akru	gha9	gha	¹kru	cubit
c1.c101.c184.c82.	Akru	ris7	ris	¹kru	cubit
c1.c101.c184.c82.	Akru	man8	man	¹kru	cubit
c1.c101.c184.c83.	Akruː	gha9	gha	¹kru	cubit
c1.c101.c184.c83.	Akruː	man8	man	¹kru	cubit
c1.c101.c184.c87.	Akrut	man8	man	¹kru	cubit
c1.c101.c184.c91.	Akrup	gha9	gha	¹kru	cubit
c1.c101.c184.c99.	Akrul	gha9	gha	¹kru	cubit
c1.c101.c185.c18.	Akrjwi	man8	man	¹kru	cubit
c1.c101.c185.c21.	Akreː	man9	man	¹kre	waist
c1.c101.c185.c22.	Akreː	man9	man	¹kre	waist
c1.c101.c185.c26.	Akret	man9	man	¹kre	waist
c1.c101.c185.c27.	Akrep	man9	man	¹kre	waist
c1.c101.c185.c31.	Akrew	man9	man	¹kre	waist
c1.c101.c185.c33.	Akra	ris6	ris	¹kra	hair / head
c1.c101.c185.c48.	Akrat	man9	man	¹kre	waist
c1.c101.c185.c51.	Akrap	man9	man	¹kre	waist
c1.c101.c185.c56.	Akran	man9	man	¹kre	waist
c1.c101.c185.c57.	Akrjan	man9	man	¹kre	waist
c1.c101.c185.c59.	Akram	man9	man	¹kre	waist
c1.c101.c185.c70.	Akrot	man9	man	¹kre	waist
c1.c101.c185.c71.	Akrot	man9	man	¹kre	waist
c1.c101.c185.c78.	Akron	man9	man	¹kre	waist
c1.c101.c185.c82.	Akru	ris7	ris	¹kru	cubit
c1.c101.c185.c82.	Akru	man8	man	¹kru	cubit
c1.c101.c185.c83.	Akruː	man8	man	¹kru	cubit
c1.c101.c185.c87.	Akrut	man8	man	¹kru	cubit
c1.c101.c189.c5.	Akli	ris5	ris	¹kli	feces
c1.c101.c192.c33.	Akwa	tag5	tag	¹hwa	hair / head
c1.c101.c192.c39.	Akwwa	tag5	tag	¹hwa	hair / head
c1.c101.c21.	Akeː	ris8	ris	¹keː	waist
c1.c101.c21.c16.	Akeːil	mar10	mar	¹kʌe	waist
c1.c101.c21.c20.	Akeːe	mar10	mar	¹kʌe	waist
c1.c101.c21.c21.	Akeːeː	mar10	mar	¹kʌe	waist
c1.c101.c21.c21.	Akeːeː	mar29	mar	˥kʌi	voice
c1.c101.c21.c23.	Akeːeː	mar10	mar	¹kʌe	waist
c1.c101.c21.c24.	Akeːje	mar29	mar	˥kʌi	voice
c1.c101.c21.c26.	Akeːet	mar10	mar	¹kʌe	waist
c1.c101.c21.c26.	Akeːet	mar29	mar	˥kʌi	voice
c1.c101.c21.c27.	Akeːep	mar10	mar	¹kʌe	waist
c1.c101.c21.c35.	Akeːja	mar10	mar	¹kʌe	waist
c1.c101.c21.c42.	Akeːai	mar10	mar	¹kʌe	waist
c1.c101.c21.c43.	Akeːai	mar10	mar	¹kʌe	waist
c1.c101.c21.c48.	Akeːat	mar10	mar	¹kʌe	waist
c1.c101.c21.c5.	Akeːi	mar29	mar	˥kʌi	voice
c1.c101.c21.c6.	Akeːiː	mar29	mar	˥kʌi	voice
c1.c101.c21.c71.	Akeːot	mar10	mar	¹kʌe	waist
c1.c101.c21.c8.	Akeːit	mar29	mar	˥kʌi	voice
c1.c101.c21.c89.	Akeːut	mar29	mar	˥kʌi	voice
c1.c101.c22.	Akeː	ris8	ris	¹keː	waist
c1.c101.c22.	Akeː	mar10	mar	¹kʌe	waist
c1.c101.c22.	Akeː	syang10	syang	¹kʌe	waist
c1.c101.c23.	Akeː	ris8	ris	¹keː	waist
c1.c101.c26.	Aket	tuk7	tuk	˥ki	feces
c1.c101.c29.	Aken	tuk5	tuk	˥kən	food (cooked rice)
c1.c101.c30.	Akem	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c31.	Akew	mar6	mar	¹ku	chest
c1.c101.c31.	Akew	mar9	mar	¹ku	cubit
c1.c101.c33.c16.	Akail	gha27	gha	¹kae	voice
c1.c101.c33.c16.	Akail	mar10	mar	¹kʌe	waist
c1.c101.c33.c16.	Akail	syang10	syang	¹kʌe	waist
c1.c101.c33.c16.	Akail	tuk29	tuk	˥kəi	voice
c1.c101.c33.c17.	Akawi	tuk29	tuk	˥kəi	voice
c1.c101.c33.c20.	Akae	gha27	gha	¹kae	voice
c1.c101.c33.c20.	Akae	mar10	mar	¹kʌe	waist
c1.c101.c33.c20.	Akae	syang10	syang	¹kʌe	waist
c1.c101.c33.c21.	Akaeː	mar10	mar	¹kʌe	waist
c1.c101.c33.c21.	Akaeː	mar29	mar	˥kʌi	voice
c1.c101.c33.c21.	Akaeː	syang10	syang	¹kʌe	waist
c1.c101.c33.c22.	Akaeː	gha27	gha	¹kae	voice
c1.c101.c33.c23.	Akaeː	gha27	gha	¹kae	voice
c1.c101.c33.c23.	Akaeː	mar10	mar	¹kʌe	waist
c1.c101.c33.c24.	Akaje	mar29	mar	˥kʌi	voice
c1.c101.c33.c26.	Akaet	mar10	mar	¹kʌe	waist
c1.c101.c33.c26.	Akaet	mar29	mar	˥kʌi	voice
c1.c101.c33.c26.	Akaet	syang10	syang	¹kʌe	waist
c1.c101.c33.c26.	Akaet	tuk29	tuk	˥kəi	voice
c1.c101.c33.c27.	Akaep	mar10	mar	¹kʌe	waist
c1.c101.c33.c28.	Akaeŋ	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c33.c29.	Akaen	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c33.c30.	Akaem	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c33.c31.	Akaew	gha27	gha	¹kae	voice
c1.c101.c33.c31.	Akaew	syang10	syang	¹kʌe	waist
c1.c101.c33.c35.	Akaja	gha27	gha	¹kae	voice
c1.c101.c33.c35.	Akaja	mar10	mar	¹kʌe	waist
c1.c101.c33.c35.	Akaja	syang10	syang	¹kʌe	waist
c1.c101.c33.c42.	Akaai	mar10	mar	¹kʌe	waist
c1.c101.c33.c43.	Akaai	gha27	gha	¹kae	voice
c1.c101.c33.c43.	Akaai	mar10	mar	¹kʌe	waist
c1.c101.c33.c45.	Akajai	gha27	gha	¹kae	voice
c1.c101.c33.c48.	Akaat	gha27	gha	¹kae	voice
c1.c101.c33.c48.	Akaat	mar10	mar	¹kʌe	waist
c1.c101.c33.c48.	Akaat	syang10	syang	¹kʌe	waist
c1.c101.c33.c5.	Akai	mar29	mar	˥kʌi	voice
c1.c101.c33.c5.	Akai	tuk29	tuk	˥kəi	voice
c1.c101.c33.c56.	Akaan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c33.c57.	Akajan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c33.c6.	Akaiː	mar29	mar	˥kʌi	voice
c1.c101.c33.c6.	Akaiː	tuk29	tuk	˥kəi	voice
c1.c101.c33.c64.	Akajal	gha27	gha	¹kae	voice
c1.c101.c33.c68.	Akajoi	syang10	syang	¹kʌe	waist
c1.c101.c33.c7.	Akaik	tuk29	tuk	˥kəi	voice
c1.c101.c33.c71.	Akaot	mar10	mar	¹kʌe	waist
c1.c101.c33.c71.	Akaot	syang10	syang	¹kʌe	waist
c1.c101.c33.c8.	Akait	mar29	mar	˥kʌi	voice
c1.c101.c33.c8.	Akait	tuk29	tuk	˥kəi	voice
c1.c101.c33.c89.	Akaut	mar29	mar	˥kʌi	voice
c1.c101.c33.c89.	Akaut	tuk29	tuk	˥kəi	voice
c1.c101.c33.c9.	Akaip	tuk29	tuk	˥kəi	voice
c1.c101.c37.	Akwa	tag5	tag	¹hwa	hair / head
c1.c101.c38.	Akwa	gha6	gha	¹ku	chest
c1.c101.c39.	Akwa	tag5	tag	¹hwa	hair / head
c1.c101.c39.c16.	Akwail	gha27	gha	¹kae	voice
c1.c101.c39.c16.	Akwail	mar10	mar	¹kʌe	waist
c1.c101.c39.c16.	Akwail	tuk29	tuk	˥kəi	voice
c1.c101.c39.c17.	Akwawi	tuk29	tuk	˥kəi	voice
c1.c101.c39.c20.	Akwae	gha27	gha	¹kae	voice
c1.c101.c39.c20.	Akwae	mar10	mar	¹kʌe	waist
c1.c101.c39.c21.	Akwaeː	mar10	mar	¹kʌe	waist
c1.c101.c39.c21.	Akwaeː	mar29	mar	˥kʌi	voice
c1.c101.c39.c22.	Akwaeː	gha27	gha	¹kae	voice
c1.c101.c39.c23.	Akwaeː	gha27	gha	¹kae	voice
c1.c101.c39.c23.	Akwaeː	mar10	mar	¹kʌe	waist
c1.c101.c39.c24.	Akwaje	mar29	mar	˥kʌi	voice
c1.c101.c39.c26.	Akwaet	mar10	mar	¹kʌe	waist
c1.c101.c39.c26.	Akwaet	mar29	mar	˥kʌi	voice
c1.c101.c39.c26.	Akwaet	tuk29	tuk	˥kəi	voice
c1.c101.c39.c27.	Akwaep	mar10	mar	¹kʌe	waist
c1.c101.c39.c28.	Akwaeŋ	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c39.c29.	Akwaen	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c39.c30.	Akwaem	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c39.c31.	Akwaew	gha27	gha	¹kae	voice
c1.c101.c39.c35.	Akwaja	gha27	gha	¹kae	voice
c1.c101.c39.c35.	Akwaja	mar10	mar	¹kʌe	waist
c1.c101.c39.c42.	Akwaai	mar10	mar	¹kʌe	waist
c1.c101.c39.c43.	Akwaai	gha27	gha	¹kae	voice
c1.c101.c39.c43.	Akwaai	mar10	mar	¹kʌe	waist
c1.c101.c39.c45.	Akwajai	gha27	gha	¹kae	voice
c1.c101.c39.c48.	Akwaat	gha27	gha	¹kae	voice
c1.c101.c39.c48.	Akwaat	mar10	mar	¹kʌe	waist
c1.c101.c39.c5.	Akwai	mar29	mar	˥kʌi	voice
c1.c101.c39.c5.	Akwai	tuk29	tuk	˥kəi	voice
c1.c101.c39.c56.	Akwaan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c39.c57.	Akwajan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c39.c6.	Akwaiː	mar29	mar	˥kʌi	voice
c1.c101.c39.c6.	Akwaiː	tuk29	tuk	˥kəi	voice
c1.c101.c39.c64.	Akwajal	gha27	gha	¹kae	voice
c1.c101.c39.c7.	Akwaik	tuk29	tuk	˥kəi	voice
c1.c101.c39.c71.	Akwaot	mar10	mar	¹kʌe	waist
c1.c101.c39.c8.	Akwait	mar29	mar	˥kʌi	voice
c1.c101.c39.c8.	Akwait	tuk29	tuk	˥kəi	voice
c1.c101.c39.c89.	Akwaut	mar29	mar	˥kʌi	voice
c1.c101.c39.c89.	Akwaut	tuk29	tuk	˥kəi	voice
c1.c101.c39.c9.	Akwaip	tuk29	tuk	˥kəi	voice
c1.c101.c42.	Akai	gha27	gha	¹kae	voice
c1.c101.c48.	Akat	gha27	gha	¹kae	voice
c1.c101.c48.	Akat	mar29	mar	˥kʌi	voice
c1.c101.c49.	Akat	gha27	gha	¹kae	voice
c1.c101.c49.	Akat	mar10	mar	¹kʌe	waist
c1.c101.c49.	Akat	syang10	syang	¹kʌe	waist
c1.c101.c49.	Akat	tuk29	tuk	˥kəi	voice
c1.c101.c5.	Aki	tuk7	tuk	˥ki	feces
c1.c101.c53.	Akaŋ	syang47	syang	¹kaŋ	hill
c1.c101.c54.	Akaŋ	syang47	syang	¹kaŋ	hill
c1.c101.c55.	Akan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c55.	Akan	ris3	ris	¹kan	food (cooked rice)
c1.c101.c55.	Akan	man5	man	¹kjɛ̃	food (cooked rice)
c1.c101.c55.	Akan	mar5	mar	˥kʌn	food (cooked rice)
c1.c101.c55.	Akan	syang5	syang	˥kʌn	food (cooked rice)
c1.c101.c55.	Akan	tuk5	tuk	˥kən	food (cooked rice)
c1.c101.c56.	Akan	ris3	ris	¹kan	food (cooked rice)
c1.c101.c6.	Akiː	tuk7	tuk	˥ki	feces
c1.c101.c60.c16.	Akaril	gha27	gha	¹kae	voice
c1.c101.c60.c20.	Akare	gha27	gha	¹kae	voice
c1.c101.c60.c22.	Akareː	gha27	gha	¹kae	voice
c1.c101.c60.c23.	Akareː	gha27	gha	¹kae	voice
c1.c101.c60.c28.	Akareŋ	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c60.c29.	Akaren	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c60.c30.	Akarem	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c60.c31.	Akarew	gha27	gha	¹kae	voice
c1.c101.c60.c35.	Akarja	gha27	gha	¹kae	voice
c1.c101.c60.c43.	Akarai	gha27	gha	¹kae	voice
c1.c101.c60.c45.	Akarjai	gha27	gha	¹kae	voice
c1.c101.c60.c48.	Akarat	gha27	gha	¹kae	voice
c1.c101.c60.c56.	Akaran	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c60.c57.	Akarjan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c60.c64.	Akarjal	gha27	gha	¹kae	voice
c1.c101.c65.	Ako	syang6	syang	¹ku	chest
c1.c101.c65.	Ako	syang9	syang	¹ku	cubit
c1.c101.c66.	Akoː	gha6	gha	¹ku	chest
c1.c101.c66.	Akoː	mar6	mar	¹ku	chest
c1.c101.c66.	Akoː	mar9	mar	¹ku	cubit
c1.c101.c68.	Akjoi	mar10	mar	¹kʌe	waist
c1.c101.c7.	Akik	tuk7	tuk	˥ki	feces
c1.c101.c77.	Akon	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c77.	Akon	mar5	mar	˥kʌn	food (cooked rice)
c1.c101.c78.	Akon	mar10	mar	¹kʌe	waist
c1.c101.c8.	Akit	tuk7	tuk	˥ki	feces
c1.c101.c81.	Akor	gha6	gha	¹ku	chest
c1.c101.c81.c16.	Akoril	gha27	gha	¹kae	voice
c1.c101.c81.c20.	Akore	gha27	gha	¹kae	voice
c1.c101.c81.c22.	Akoreː	gha27	gha	¹kae	voice
c1.c101.c81.c23.	Akoreː	gha27	gha	¹kae	voice
c1.c101.c81.c28.	Akoreŋ	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c81.c29.	Akoren	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c81.c30.	Akorem	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c81.c31.	Akorew	gha27	gha	¹kae	voice
c1.c101.c81.c35.	Akorja	gha27	gha	¹kae	voice
c1.c101.c81.c43.	Akorai	gha27	gha	¹kae	voice
c1.c101.c81.c45.	Akorjai	gha27	gha	¹kae	voice
c1.c101.c81.c48.	Akorat	gha27	gha	¹kae	voice
c1.c101.c81.c56.	Akoran	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c81.c57.	Akorjan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c101.c81.c64.	Akorjal	gha27	gha	¹kae	voice
c1.c101.c82.	Aku	gha6	gha	¹ku	chest
c1.c101.c82.	Aku	ris4	ris	¹ku	chest
c1.c101.c82.	Aku	man6	man	¹ku	chest
c1.c101.c82.	Aku	mar6	mar	¹ku	chest
c1.c101.c82.	Aku	mar9	mar	¹ku	cubit
c1.c101.c82.	Aku	syang6	syang	¹ku	chest
c1.c101.c82.	Aku	syang9	syang	¹ku	cubit
c1.c101.c82.	Aku	tag6	tag	¹hu	cubit
c1.c101.c82.	Aku	tuk6	tuk	¹ku	chest
c1.c101.c83.	Akuː	gha6	gha	¹ku	chest
c1.c101.c83.	Akuː	man6	man	¹ku	chest
c1.c101.c83.	Akuː	mar6	mar	¹ku	chest
c1.c101.c83.	Akuː	mar9	mar	¹ku	cubit
c1.c101.c83.	Akuː	tuk6	tuk	¹ku	chest
c1.c101.c87.	Akut	man6	man	¹ku	chest
c1.c101.c88.	Akut	tag6	tag	¹hu	cubit
c1.c101.c88.	Akut	tuk6	tuk	¹ku	chest
c1.c101.c89.	Akut	tuk7	tuk	˥ki	feces
c1.c101.c9.	Akip	tuk7	tuk	˥ki	feces
c1.c101.c91.	Akup	gha6	gha	¹ku	chest
c1.c101.c91.	Akup	mar6	mar	¹ku	chest
c1.c101.c91.	Akup	mar9	mar	¹ku	cubit
c1.c101.c91.	Akup	syang6	syang	¹ku	chest
c1.c101.c91.	Akup	syang9	syang	¹ku	cubit
c1.c101.c92.	Akjup	syang27	syang	˥kju	water
c1.c101.c99.	Akul	gha6	gha	¹ku	chest
c1.c102.c179.c21.	Akʰjeː	mar54	mar	¹kʰja	falcon
c1.c102.c179.c34.	Akʰjaː	mar54	mar	¹kʰja	falcon
c1.c102.c179.c41.	Akʰjwaː	mar54	mar	¹kʰja	falcon
c1.c102.c192.c33.	Akʰwa	tag5	tag	¹hwa	hair / head
c1.c102.c192.c39.	Akʰwwa	tag5	tag	¹hwa	hair / head
c1.c102.c36.	Akʰjaː	mar54	mar	¹kʰja	falcon
c1.c102.c37.	Akʰwa	tag5	tag	¹hwa	hair / head
c1.c102.c39.	Akʰwa	tag5	tag	¹hwa	hair / head
c1.c102.c82.	Akʰu	tag6	tag	¹hu	cubit
c1.c102.c88.	Akʰut	tag6	tag	¹hu	cubit
c1.c103.c179.c21.	Akʰjeː	mar54	mar	¹kʰja	falcon
c1.c103.c179.c34.	Akʰjaː	mar54	mar	¹kʰja	falcon
c1.c103.c179.c41.	Akʰjwaː	mar54	mar	¹kʰja	falcon
c1.c103.c184.c16.	Akʰril	gha10	gha	¹kre	waist
c1.c103.c184.c20.	Akʰre	gha10	gha	¹kre	waist
c1.c103.c184.c22.	Akʰreː	gha10	gha	¹kre	waist
c1.c103.c184.c23.	Akʰreː	gha10	gha	¹kre	waist
c1.c103.c184.c31.	Akʰrew	gha10	gha	¹kre	waist
c1.c103.c184.c33.	Akʰra	gha8	gha	¹kra	hair / head
c1.c103.c184.c35.	Akʰrja	gha10	gha	¹kre	waist
c1.c103.c184.c38.	Akʰrwa	gha9	gha	¹kru	cubit
c1.c103.c184.c39.	Akʰrwa	gha8	gha	¹kra	hair / head
c1.c103.c184.c43.	Akʰrai	gha10	gha	¹kre	waist
c1.c103.c184.c45.	Akʰrjai	gha10	gha	¹kre	waist
c1.c103.c184.c48.	Akʰrat	gha10	gha	¹kre	waist
c1.c103.c184.c60.	Akʰrar	gha8	gha	¹kra	hair / head
c1.c103.c184.c64.	Akʰrjal	gha10	gha	¹kre	waist
c1.c103.c184.c66.	Akʰroː	gha9	gha	¹kru	cubit
c1.c103.c184.c81.	Akʰror	gha8	gha	¹kra	hair / head
c1.c103.c184.c81.	Akʰror	gha9	gha	¹kru	cubit
c1.c103.c184.c82.	Akʰru	gha9	gha	¹kru	cubit
c1.c103.c184.c83.	Akʰruː	gha9	gha	¹kru	cubit
c1.c103.c184.c91.	Akʰrup	gha9	gha	¹kru	cubit
c1.c103.c184.c99.	Akʰrul	gha9	gha	¹kru	cubit
c1.c103.c192.c33.	Akʰwa	tag5	tag	¹hwa	hair / head
c1.c103.c192.c39.	Akʰwwa	tag5	tag	¹hwa	hair / head
c1.c103.c30.	Akʰem	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c33.c16.	Akʰail	gha27	gha	¹kae	voice
c1.c103.c33.c20.	Akʰae	gha27	gha	¹kae	voice
c1.c103.c33.c22.	Akʰaeː	gha27	gha	¹kae	voice
c1.c103.c33.c23.	Akʰaeː	gha27	gha	¹kae	voice
c1.c103.c33.c28.	Akʰaeŋ	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c33.c29.	Akʰaen	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c33.c30.	Akʰaem	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c33.c31.	Akʰaew	gha27	gha	¹kae	voice
c1.c103.c33.c35.	Akʰaja	gha27	gha	¹kae	voice
c1.c103.c33.c43.	Akʰaai	gha27	gha	¹kae	voice
c1.c103.c33.c45.	Akʰajai	gha27	gha	¹kae	voice
c1.c103.c33.c48.	Akʰaat	gha27	gha	¹kae	voice
c1.c103.c33.c56.	Akʰaan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c33.c57.	Akʰajan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c33.c64.	Akʰajal	gha27	gha	¹kae	voice
c1.c103.c36.	Akʰjaː	mar54	mar	¹kʰja	falcon
c1.c103.c37.	Akʰwa	tag5	tag	¹hwa	hair / head
c1.c103.c38.	Akʰwa	gha6	gha	¹ku	chest
c1.c103.c39.	Akʰwa	tag5	tag	¹hwa	hair / head
c1.c103.c39.c16.	Akʰwail	gha27	gha	¹kae	voice
c1.c103.c39.c20.	Akʰwae	gha27	gha	¹kae	voice
c1.c103.c39.c22.	Akʰwaeː	gha27	gha	¹kae	voice
c1.c103.c39.c23.	Akʰwaeː	gha27	gha	¹kae	voice
c1.c103.c39.c28.	Akʰwaeŋ	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c39.c29.	Akʰwaen	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c39.c30.	Akʰwaem	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c39.c31.	Akʰwaew	gha27	gha	¹kae	voice
c1.c103.c39.c35.	Akʰwaja	gha27	gha	¹kae	voice
c1.c103.c39.c43.	Akʰwaai	gha27	gha	¹kae	voice
c1.c103.c39.c45.	Akʰwajai	gha27	gha	¹kae	voice
c1.c103.c39.c48.	Akʰwaat	gha27	gha	¹kae	voice
c1.c103.c39.c56.	Akʰwaan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c39.c57.	Akʰwajan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c39.c64.	Akʰwajal	gha27	gha	¹kae	voice
c1.c103.c42.	Akʰai	gha27	gha	¹kae	voice
c1.c103.c48.	Akʰat	gha27	gha	¹kae	voice
c1.c103.c49.	Akʰat	gha27	gha	¹kae	voice
c1.c103.c55.	Akʰan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c60.c16.	Akʰaril	gha27	gha	¹kae	voice
c1.c103.c60.c20.	Akʰare	gha27	gha	¹kae	voice
c1.c103.c60.c22.	Akʰareː	gha27	gha	¹kae	voice
c1.c103.c60.c23.	Akʰareː	gha27	gha	¹kae	voice
c1.c103.c60.c28.	Akʰareŋ	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c60.c29.	Akʰaren	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c60.c30.	Akʰarem	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c60.c31.	Akʰarew	gha27	gha	¹kae	voice
c1.c103.c60.c35.	Akʰarja	gha27	gha	¹kae	voice
c1.c103.c60.c43.	Akʰarai	gha27	gha	¹kae	voice
c1.c103.c60.c45.	Akʰarjai	gha27	gha	¹kae	voice
c1.c103.c60.c48.	Akʰarat	gha27	gha	¹kae	voice
c1.c103.c60.c56.	Akʰaran	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c60.c57.	Akʰarjan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c60.c64.	Akʰarjal	gha27	gha	¹kae	voice
c1.c103.c66.	Akʰoː	gha6	gha	¹ku	chest
c1.c103.c77.	Akʰon	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c81.	Akʰor	gha6	gha	¹ku	chest
c1.c103.c81.c16.	Akʰoril	gha27	gha	¹kae	voice
c1.c103.c81.c20.	Akʰore	gha27	gha	¹kae	voice
c1.c103.c81.c22.	Akʰoreː	gha27	gha	¹kae	voice
c1.c103.c81.c23.	Akʰoreː	gha27	gha	¹kae	voice
c1.c103.c81.c28.	Akʰoreŋ	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c81.c29.	Akʰoren	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c81.c30.	Akʰorem	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c81.c31.	Akʰorew	gha27	gha	¹kae	voice
c1.c103.c81.c35.	Akʰorja	gha27	gha	¹kae	voice
c1.c103.c81.c43.	Akʰorai	gha27	gha	¹kae	voice
c1.c103.c81.c45.	Akʰorjai	gha27	gha	¹kae	voice
c1.c103.c81.c48.	Akʰorat	gha27	gha	¹kae	voice
c1.c103.c81.c56.	Akʰoran	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c81.c57.	Akʰorjan	gha5	gha	¹kaẽ	food (cooked rice)
c1.c103.c81.c64.	Akʰorjal	gha27	gha	¹kae	voice
c1.c103.c82.	Akʰu	gha6	gha	¹ku	chest
c1.c103.c82.	Akʰu	tag6	tag	¹hu	cubit
c1.c103.c83.	Akʰuː	gha6	gha	¹ku	chest
c1.c103.c88.	Akʰut	tag6	tag	¹hu	cubit
c1.c103.c91.	Akʰup	gha6	gha	¹ku	chest
c1.c103.c99.	Akʰul	gha6	gha	¹ku	chest
c1.c104.c16.	Agil	tuk7	tuk	˥ki	feces
c1.c104.c17.	Agwi	tuk7	tuk	˥ki	feces
c1.c104.c179.c65.	Agjo	syang27	syang	˥kju	water
c1.c104.c179.c82.	Agju	syang27	syang	˥kju	water
c1.c104.c179.c82.	Agju	tuk27	tuk	˥kju	water
c1.c104.c179.c83.	Agjuː	tuk27	tuk	˥kju	water
c1.c104.c179.c88.	Agjut	tuk27	tuk	˥kju	water
c1.c104.c179.c91.	Agjup	syang27	syang	˥kju	water
c1.c104.c18.	Agjwi	man6	man	¹ku	chest
c1.c104.c18.	Agjwi	syang27	syang	˥kju	water
c1.c104.c18.	Agjwi	tuk27	tuk	˥kju	water
c1.c104.c180.c82.	Agju	tuk27	tuk	˥kju	water
c1.c104.c180.c83.	Agjuː	tuk27	tuk	˥kju	water
c1.c104.c180.c88.	Agjut	tuk27	tuk	˥kju	water
c1.c104.c184.c16.	Agril	gha10	gha	¹kre	waist
c1.c104.c184.c18.	Agrjwi	man8	man	¹kru	cubit
c1.c104.c184.c20.	Agre	gha10	gha	¹kre	waist
c1.c104.c184.c21.	Agreː	man9	man	¹kre	waist
c1.c104.c184.c22.	Agreː	gha10	gha	¹kre	waist
c1.c104.c184.c22.	Agreː	man9	man	¹kre	waist
c1.c104.c184.c23.	Agreː	gha10	gha	¹kre	waist
c1.c104.c184.c26.	Agret	man9	man	¹kre	waist
c1.c104.c184.c27.	Agrep	man9	man	¹kre	waist
c1.c104.c184.c31.	Agrew	gha10	gha	¹kre	waist
c1.c104.c184.c31.	Agrew	man9	man	¹kre	waist
c1.c104.c184.c33.	Agra	gha8	gha	¹kra	hair / head
c1.c104.c184.c33.	Agra	ris6	ris	¹kra	hair / head
c1.c104.c184.c33.	Agra	sahu7	sahu	¹kra	hair / head
c1.c104.c184.c35.	Agrja	gha10	gha	¹kre	waist
c1.c104.c184.c38.	Agrwa	gha9	gha	¹kru	cubit
c1.c104.c184.c39.	Agrwa	gha8	gha	¹kra	hair / head
c1.c104.c184.c39.	Agrwa	sahu7	sahu	¹kra	hair / head
c1.c104.c184.c43.	Agrai	gha10	gha	¹kre	waist
c1.c104.c184.c45.	Agrjai	gha10	gha	¹kre	waist
c1.c104.c184.c48.	Agrat	gha10	gha	¹kre	waist
c1.c104.c184.c48.	Agrat	man9	man	¹kre	waist
c1.c104.c184.c51.	Agrap	man9	man	¹kre	waist
c1.c104.c184.c56.	Agran	man9	man	¹kre	waist
c1.c104.c184.c57.	Agrjan	man9	man	¹kre	waist
c1.c104.c184.c59.	Agram	man9	man	¹kre	waist
c1.c104.c184.c60.	Agrar	gha8	gha	¹kra	hair / head
c1.c104.c184.c64.	Agrjal	gha10	gha	¹kre	waist
