seq	gloss	page	form	phrase	phrase_gloss	nepali	remarks	variants	notebook	so	ex	hom	dfe
1021	tamis		²¹'⁵⁵tsiʱkpa						tape 13 mars 97 cahier 2	tangbe96.3.2			
1022	être humide		kosak					tsjɔllɛtsin	tape 13 mars 97 cahier 2	tangbe96.3.2			
1023	tremper		tsjoʱl jɛtsin						tape 13 mars 97 cahier 2	tangbe96.3.2			
1024			¹¹'¹¹pʱɔʱmdze			misunu, misiecha			tape 13 mars 97 cahier 2	tangbe96.3.2			
1025	pétrir la pâte		tshjalaŋ malaŋ jɛtsin				m. à m. pâte à pain / pétrir		tape 13 mars 97 cahier 2	tangbe96.3.2			
1026	préparer le pain / cuire pr le ḍhero		¹¹'¹²pemda ⁴⁴'⁴⁴tsjɛmba						tape 13 mars 97 cahier 2	tangbe96.3.2			
1027	faire cuire		²²kjaʱŋ ¹¹'¹¹jowa						tape 13 mars 97 cahier 2	tangbe96.3.2			
1028	??		¹⁰teʱ ³³wa			sekaūne (roti)			tape 13 mars 97 cahier 2	tangbe96.3.2			
1029	extraire l'huile		⁴⁴'⁴⁴miŋba						tape 13 mars 97 cahier 2	tangbe96.3.2			
1030	beurre		⁴⁴'⁴⁴tshjuku ²²'²²marpa						tape 13 mars 97 cahier 2	tangbe96.3.2			
1031	??		¹¹mar			kutne, pitne	semble un peu plus haut que sewa 'vanner'		tape 13 mars 97 cahier 2	tangbe96.3.2			
1032	bien gras (animal)		⁴⁴'³³towa	¹¹'¹¹seʱna ⁴⁴'³³lɒdzi	ils m'ont bien traité; ¹¹miʱ ²²'²²'²²sewari ¹¹on		plus bas que sewa 'vanner'		tape 13 mars 97 cahier 2	tangbe96.3.2			
1033	égrener le maïs		²²'²²sewa			choɖāunu			tape 13 mars 97 cahier 3	tangbe96.3.3			
1034	tāchnu (au couteau) - éplucher (à la main)		⁴⁴'⁵⁵tawa			tāchnu			tape 13 mars 97 cahier 3	tangbe96.3.3			
1035	ôter des vêtements		⁴⁴'⁴⁴pheko ³³'⁴⁴šjuwa						tape 13 mars 97 cahier 3	tangbe96.3.3			
1036	ôter des vêtements		phimba						tape 13 mars 97 cahier 3	tangbe96.3.3			
1037	pelure		golja						tape 13 mars 97 cahier 3	tangbe96.3.3			
1038	couper		⁴⁴'⁴⁴pheko						tape 13 mars 97 cahier 3	tangbe96.3.3			
1039	couper en morceaux		⁴⁴'⁴⁴thaːwa						tape 13 mars 97 cahier 3	tangbe96.3.3			
1040	hacher la viande		ṭukra ṭukra lɒwa 						tape 13 mars 97 cahier 3	tangbe96.3.3			
1041	??		⁴⁴sʃɒ ⁵⁵'⁴⁴tuppɒ						tape 13 mars 97 cahier 3	tangbe96.3.3			
1042	fendre le bois		³³sʃɒ ¹¹'¹¹nɒro ⁴⁴'³³lɒwa						tape 13 mars 97 cahier 3	tangbe96.3.3			
1043	couper un arbre		³³ʃin ⁵⁵'⁴⁴tshewa						tape 13 mars 97 cahier 3	tangbe96.3.3			
1044	crème du lait		ʃin thawa						tape 13 mars 97 cahier 3	tangbe96.3.3			
1045	crème du thé		²²ɲe ²²ʃja~ʔ				syn. kha ʃjaʔ		tape 13 mars 97 cahier 3	tangbe96.3.3			
1046	crème du thé		tsʰjaʱi ʃjaʔ				syn. tsʰjaʱi ʃjaʔ		tape 13 mars 97 cahier 3	tangbe96.3.3			
1047	le linge s'est déchiré		kha ʃjaʔ						tape 13 mars 97 cahier 3	tangbe96.3.3			
1048	ôter la crème du lait		golja ʃjaʱ jɛʱtshiʱ						tape 13 mars 97 cahier 3	tangbe96.3.3			
1049	baratter le thé		¹¹'¹¹ɲeʃjaʔ ⁴⁴te ⁴⁴tsjoʔ						tape 13 mars 97 cahier 3	tangbe96.3.3			
1050	baratte à thé		¹¹tsjaʱ ²²rok⁴⁴tsjoʔ						tape 13 mars 97 cahier 3	tangbe96.3.3			
1051	baratte à beurre		¹¹tsjɒʱ ¹¹tɔʱŋ			dahĩ			tape 13 mars 97 cahier 3	tangbe96.3.3			
1052	sel		¹¹ʃjoʱ ¹¹toʱŋ						tape 13 mars 97 cahier 3	tangbe96.3.3			
1053	piment		⁴⁴tse ⁴⁴tsɒ						tape 13 mars 97 cahier 3	tangbe96.3.3			
1054	garçon		³³'³³mɒrtsɒ				⁴⁴ — ²² ou ¹¹ + –		tape 13 mars 97 cahier 3	tangbe96.3.3			
1055	jeune homme		⁴⁴'³³tsei dzə						tape 13 mars 97 cahier 3	tangbe96.3.3			
1056	petit, un peu		¹¹beʱn	tim naːri on	la maison est petite				tape 13 mars 97 cahier 3	tangbe96.3.3			
1057	grand		¹¹tsi ³³³'³³naːri				i de theiwa en expos.	theːwa	tape 13 mars 97 cahier 3	tangbe96.3.3			
1058			theiwa			aglo			tape 13 mars 97 cahier 3	tangbe96.3.3			
1059	essorer (linge, salade)		⁴⁴'³³nowa			nicarnu			tape 13 mars 97 cahier 4	tangbe96.3.4			
1060	??		¹¹'¹¹tsoʱrpa			chānna			tape 13 mars 97 cahier 4	tangbe96.3.4			
1061	égoutter les brèdes		⁴⁴'⁴⁴tshɒrpɒ						tape 13 mars 97 cahier 4	tangbe96.3.4			
1062	égoutter la bière		¹¹ɖʌp ⁴⁴'⁴⁴tsharpa						tape 13 mars 97 cahier 4	tangbe96.3.4			
1063	pâte à bière		⁴⁴paʔ ³³'⁴⁴tsarpa						tape 13 mars 97 cahier 4	tangbe96.3.4			
1064	ferment		¹¹bap						tape 13 mars 97 cahier 4	tangbe96.3.4			
1065	pate à bière séchée après extraction de l'alcool (on en mange mélangé au sag de phapar et un épice - donne un goût acide)		²²'²²pramo						tape 13 mars 97 cahier 4	tangbe96.3.4			
1066	acide		³³'⁵⁵ʃjapti						tape 13 mars 97 cahier 4	tangbe96.3.4			
1067	 (voir entrées suivantes)		pa						tape 13 mars 97 cahier 4	tangbe96.3.4			
1068	??		pa ¹¹'¹¹kjewa			jeɖ banāune			tape 13 mars 97 cahier 4	tangbe96.3.4			
1069	??		¹¹bap ⁴⁴tsho⁴⁴ʃjo			rang banāune			tape 13 mars 97 cahier 4	tangbe96.3.4			
1070	construire une maison		⁵⁵tshe ⁴⁴tsho⁴⁴ʃjo						tape 13 mars 97 cahier 4	tangbe96.3.4			
1071	construire un pont		¹¹tim ²²so²²ʃjo						tape 13 mars 97 cahier 4	tangbe96.3.4			
1072	faire un nouveau champ		⁵⁵tsəm ¹¹tsuʰk ³³tsjo						tape 13 mars 97 cahier 4	tangbe96.3.4			
1073	construire un mur de terrasse de champ en terrasse		⁴⁴ke ²²so ²²ʃjo						tape 13 mars 97 cahier 4	tangbe96.3.4			
1074	construire une murette de pisé		¹¹ḍim ⁴⁴ri⁵⁵tšjo						tape 13 mars 97 cahier 4	tangbe96.3.4			
1075			¹¹gjaʱŋ ⁴⁴da ²²ri³³tsjo						tape 13 mars 97 cahier 4	tangbe96.3.4			
1076	construire une maison		¹¹gjaʱŋ ⁴⁴da ⁵⁵puŋ⁵⁵dzjo						tape 13 mars 97 cahier 4	tangbe96.3.4			
1077			¹¹dim ²²so ²²ʃjo						tape 13 mars 97 cahier 5	tangbe96.3.5			
1078	j'ai été fatigué					thāge sākyo			tape 13 mars 97 cahier 5	tangbe96.3.5			
1079	je suis fatigué		ᴴtsheᴸdzi						tape 13 mars 97 cahier 5	tangbe96.3.5			
1080	ça fait de l'écume en bouillant		ᴴtsheᴴɲem						tape 13 mars 97 cahier 5	tangbe96.3.5			
1081	ce pot fuit		²²bjuŋgɒm				⁴⁴ne~ toute espèce de pot		tape 13 mars 97 cahier 5	tangbe96.3.5			
1082	toute espèce de pot		tsu ⁴⁴ne dzja ²²tsa~ jum						tape 13 mars 97 cahier 5	tangbe96.3.5			
1083	toit / from / eau de fuite / coule		⁴⁴ne~						tape 13 mars 97 cahier 5	tangbe96.3.5			
1084	pot à cuire		²²pe~ʔ  raŋ dze  tʰakpo  ᴴjum				cf. thap = culo		tape 13 mars 97 cahier 5	tangbe96.3.5			
1085			ᴴthɒpᴴsaŋ			culo			tape 13 mars 97 cahier 5	tangbe96.3.5			
1086			⁴⁴thɒp			culo			tape 13 mars 97 cahier 5	tangbe96.3.5			
1087			⁴⁴kudɒp			odhan	aussi ts non voisé		tape 13 mars 97 cahier 5	tangbe96.3.5			
1088	jarre de terre à stocker la bière, la farine		²¹dzaʱŋ⁴⁴bu			gaĩʈ			tape 13 mars 97 cahier 5	tangbe96.3.5			
1089	coffre en bois pour le grain		⁴⁴pu						tape 13 mars 97 cahier 5	tangbe96.3.5			
1090			⁴⁴mrɒm			ɖhero de phapar (gjahe)	petit v (?) sous le 2ème k; il est inutile de préciser car c'est le seul grain dont ils font du ɖhero	²²ɟo⁴⁴kɛn	tape 13 mars 97 cahier 5	tangbe96.3.5			
1091	faire cuire (= remuer) le ɖhero 		⁴⁴kʰokɛn						tape 13 mars 97 cahier 5	tangbe96.3.5			
1092	je vais faire cuire du ɖhero 		kʰogɛn joʃe						tape 13 mars 97 cahier 5	tangbe96.3.5			
1093	je vais faire cuire du ɖhero 								tape 13 mars 97 cahier 5	tangbe96.3.5			
1094	venir d'en haut		ŋá(-se) čogɛn jòʃjò			ae pugyo		²²diʱ¹¹dzi	tape 13 mars 97 cahier 5	tangbe96.3.5			
1095	venir d'en haut		²²diʱ²²dzi			ae pugyo			tape 13 mars 97 cahier 5	tangbe96.3.5			
